"Line","Chapter","Subsection","Problem","Start"
"3755","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","14","The floor $\mathbf{V}$ and the wall $\mathbf{W}$ are not orthogonal subspaces, because they share a nonzero vector (along the line where they meet). No planes $\mathbf{V}$ and $\ma..."
"3762","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","15","Extend Problem 14 to a $p$-dimensional subspace $\mathbf{V}$ and a $q$-dimensional subspace $\mathbf{W}$ of $\mathbf{R}^n$. What inequality on $p+q$ guarantees that $\mathbf{V}$ in..."
"3764","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","16","Prove that every $\boldsymbol{y}$ in $\mathbf{N}(A^{\mathrm{T}})$ is perpendicular to every $A\boldsymbol{x}$ in the column space, using the matrix shorthand of equation (2). Start..."
"3766","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","17","If $\mathbf{S}$ is the subspace of $\mathbf{R}^3$ containing only the zero vector, what is $\mathbf{S}^{\perp}$? If $\mathbf{S}$ is spanned by $(1, 1, 1)$, what is $\mathbf{S}^{\pe..."
"3768","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","18","Suppose $\mathbf{S}$ only contains two vectors $(1, 5, 1)$ and $(2, 2, 2)$ (not a subspace). Then $\mathbf{S}^{\perp}$ is the nullspace of the matrix $A =$ \underline{\hspace{2cm}}..."
"3770","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","19","Suppose $\mathbf{L}$ is a one-dimensional subspace (a line) in $\mathbf{R}^3$. Its orthogonal complement $\mathbf{L}^{\perp}$ is the \underline{\hspace{2cm}} perpendicular to $\mat..."
"3772","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","20","Suppose $\mathbf{V}$ is the whole space $\mathbf{R}^4$. Then $\mathbf{V}^{\perp}$ contains only the vector \underline{\hspace{2cm}}. Then $(\mathbf{V}^{\perp})^{\perp}$ is \underli..."
"3774","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","21","Suppose $\mathbf{S}$ is spanned by the vectors $(1, 2, 2, 3)$ and $(1, 3, 3, 2)$. Find two vectors that span $\mathbf{S}^{\perp}$. This is the same as solving $A\boldsymbol{x} = \b..."
"3776","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","22","If $\mathbf{P}$ is the plane of vectors in $\mathbf{R}^4$ satisfying $x_1 + x_2 + x_3 + x_4 = 0$, write a basis for $\mathbf{P}^{\perp}$. Construct a matrix that has $\mathbf{P}$ a..."
"3778","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","23","If a subspace $\mathbf{S}$ is contained in a subspace $\mathbf{V}$, prove that $\mathbf{S}^{\perp}$ contains $\mathbf{V}^{\perp}$."
"3784","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","24","Suppose an $n$ by $n$ matrix is invertible: $AA^{-1} = I$. Then the first column of $A^{-1}$ is orthogonal to the space spanned by which rows of $A$?"
"3786","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","25","Find $A^{\mathrm{T}}A$ if the columns of $A$ are unit vectors, all mutually perpendicular."
"3788","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","26","Construct a 3 by 3 matrix $A$ with no zero entries whose columns are mutually perpendicular. Compute $A^{\mathrm{T}}A$. Why is it a diagonal matrix?"
"3790","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","27","The lines $3x + y = b_1$ and $6x + 2y = b_2$ are \underline{\hspace{2cm}}. They are the same line if \underline{\hspace{2cm}}. In that case $(b_1, b_2)$ is perpendicular to the vec..."
"3792","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","28","Why is each of these statements false?"
"3799","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","29","Find a matrix with $\boldsymbol{v} = (1, 2, 3)$ in the row space and column space. Find another matrix with $\boldsymbol{v}$ in the nullspace and column space. Which pairs of subsp..."
"3804","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","30","Suppose $A$ is 3 by 4 and $B$ is 4 by 5 and $AB = 0$. So $\mathbf{N}(A)$ contains $\mathbf{C}(B)$. Prove from the dimensions of $\mathbf{N}(A)$ and $\mathbf{C}(B)$ that $\operatorn..."
"3806","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","31","The command $N = \operatorname{null}(A)$ will produce a basis for the nullspace of $A$. Then the command $B = \operatorname{null}(N')$ will produce a basis for the \underline{\hspa..."
"3808","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","32","Suppose I give you four nonzero vectors $\boldsymbol{r}, \boldsymbol{n}, \boldsymbol{c}, \boldsymbol{l}$ in $\mathbf{R}^2$."
"3814","Chapter 4: Orthogonality","Orthogonality of the Four Subspaces","33","Suppose I give you eight vectors $\boldsymbol{r}_1, \boldsymbol{r}_2, \boldsymbol{n}_1, \boldsymbol{n}_2, \boldsymbol{c}_1, \boldsymbol{c}_2, \boldsymbol{l}_1, \boldsymbol{l}_2$ in..."
"3825","Chapter 4: Orthogonality","Projections","1","Project the vector $\boldsymbol{b}$ onto the line through $\boldsymbol{a}$. Check that $\boldsymbol{e}$ is perpendicular to $\boldsymbol{a}$:"
"3831","Chapter 4: Orthogonality","Projections","2","\emph{Draw} the projection of $\boldsymbol{b}$ onto $\boldsymbol{a}$ and also compute it from $\boldsymbol{p} = \widehat{x}\boldsymbol{a}$:"
"3837","Chapter 4: Orthogonality","Projections","3","In Problem 1, find the projection matrix $P = \boldsymbol{a}\boldsymbol{a}^{\mathrm{T}} / \boldsymbol{a}^{\mathrm{T}}\boldsymbol{a}$ onto the line through each vector $\boldsymbol{..."
"3839","Chapter 4: Orthogonality","Projections","4","Construct the projection matrices $P_1$ and $P_2$ onto the lines through the $\boldsymbol{a}$'s in Problem 2. Is it true that $(P_1 + P_2)^2 = P_1 + P_2$? This \emph{would} be true..."
"3841","Chapter 4: Orthogonality","Projections","5","Compute the projection matrices $\boldsymbol{a}\boldsymbol{a}^{\mathrm{T}} / \boldsymbol{a}^{\mathrm{T}}\boldsymbol{a}$ onto the lines through $\boldsymbol{a}_1 = (-1, 2, 2)$ and $..."
"3843","Chapter 4: Orthogonality","Projections","6","Project $\boldsymbol{b} = (1, 0, 0)$ onto the lines through $\boldsymbol{a}_1$ and $\boldsymbol{a}_2$ in Problem 5 and also onto $\boldsymbol{a}_3 = (2, -1, 2)$. Add up the three p..."
"3845","Chapter 4: Orthogonality","Projections","7","Continuing Problems 5--6, find the projection matrix $P_3$ onto $\boldsymbol{a}_3 = (2, -1, 2)$. Verify that $P_1 + P_2 + P_3 = I$. This is because the basis $\boldsymbol{a}_1, \bo..."
"3867","Chapter 4: Orthogonality","Projections","8","Project the vector $\boldsymbol{b} = (1, 1)$ onto the lines through $\boldsymbol{a}_1 = (1, 0)$ and $\boldsymbol{a}_2 = (1, 2)$. Draw the projections $\boldsymbol{p}_1$ and $\bolds..."
"3869","Chapter 4: Orthogonality","Projections","9","In Problem 8, the projection of $\boldsymbol{b}$ onto the \emph{plane} of $\boldsymbol{a}_1$ and $\boldsymbol{a}_2$ will equal $\boldsymbol{b}$. Find $P = A(A^{\mathrm{T}}A)^{-1}A^..."
"3871","Chapter 4: Orthogonality","Projections","10","Project $\boldsymbol{a}_1 = (1, 0)$ onto $\boldsymbol{a}_2 = (1, 2)$. Then project the result back onto $\boldsymbol{a}_1$. Draw these projections and multiply the projection matri..."
"3876","Chapter 4: Orthogonality","Projections","11","Project $\boldsymbol{b}$ onto the column space of $A$ by solving $A^{\mathrm{T}}A\widehat{\boldsymbol{x}} = A^{\mathrm{T}}\boldsymbol{b}$ and $\boldsymbol{p} = A\widehat{\boldsymbo..."
"3883","Chapter 4: Orthogonality","Projections","12","Compute the projection matrices $P_1$ and $P_2$ onto the column spaces in Problem 11. Verify that $P_1\boldsymbol{b}$ gives the first projection $\boldsymbol{p}_1$. Also verify $P_..."
"3885","Chapter 4: Orthogonality","Projections","13","(Quick and Recommended) Suppose $A$ is the 4 by 4 identity matrix with its last column removed. $A$ is 4 by 3. Project $\boldsymbol{b} = (1, 2, 3, 4)$ onto the column space of $A$...."
"3887","Chapter 4: Orthogonality","Projections","14","Suppose $\boldsymbol{b}$ equals 2 times the first column of $A$. What is the projection of $\boldsymbol{b}$ onto the column space of $A$? Is $P = I$ for sure in this case? Compute ..."
"3889","Chapter 4: Orthogonality","Projections","15","If $A$ is doubled, then $P = 2A(4A^{\mathrm{T}}A)^{-1}2A^{\mathrm{T}}$. This is the same as $A(A^{\mathrm{T}}A)^{-1}A^{\mathrm{T}}$. The column space of $2A$ is the same as \underl..."
"3891","Chapter 4: Orthogonality","Projections","16","What linear combination of $(1, 2, -1)$ and $(1, 0, 1)$ is closest to $\boldsymbol{b} = (2, 1, 1)$?"
"3893","Chapter 4: Orthogonality","Projections","17","\emph{(Important)} If $P^2 = P$ show that $(I - P)^2 = I - P$. When $P$ projects onto the column space of $A$, $I - P$ projects onto the \underline{\hspace{2cm}}."
"3895","Chapter 4: Orthogonality","Projections","18",""
"3901","Chapter 4: Orthogonality","Projections","19","To find the projection matrix onto the plane $x - y - 2z = 0$, choose two vectors in that plane and make them the columns of $A$. The plane will be the column space of $A$! Then co..."
"3903","Chapter 4: Orthogonality","Projections","20","To find the projection matrix $P$ onto the same plane $x - y - 2z = 0$, write down a vector $\boldsymbol{e}$ that is perpendicular to that plane. Compute the projection $Q = \bolds..."
"3909","Chapter 4: Orthogonality","Projections","21","Multiply the matrix $P = A(A^{\mathrm{T}}A)^{-1}A^{\mathrm{T}}$ by itself. Cancel to prove that $P^2 = P$. Explain why $P(P\boldsymbol{b})$ always equals $P\boldsymbol{b}$: The vec..."
"3911","Chapter 4: Orthogonality","Projections","22","Prove that $P = A(A^{\mathrm{T}}A)^{-1}A^{\mathrm{T}}$ is symmetric by computing $P^{\mathrm{T}}$. Remember that the inverse of a symmetric matrix is symmetric."
"3913","Chapter 4: Orthogonality","Projections","23","If $A$ is square and invertible, the warning against splitting $(A^{\mathrm{T}}A)^{-1}$ does not apply. It is true that $AA^{-1}(A^{\mathrm{T}})^{-1}A^{\mathrm{T}} = I$. When $A$ i..."
"3915","Chapter 4: Orthogonality","Projections","24","The nullspace of $A^{\mathrm{T}}$ is \underline{\hspace{2cm}} to the column space $\mathbf{C}(A)$. So if $A^{\mathrm{T}}\boldsymbol{b} = \boldsymbol{0}$, the projection of $\boldsy..."
"3917","Chapter 4: Orthogonality","Projections","25","The projection matrix $P$ onto an $n$-dimensional subspace of $\mathbf{R}^m$ has rank $r = n$. \textbf{Reason:} The projections $P\boldsymbol{b}$ fill the subspace $S$. So $S$ is t..."
"3919","Chapter 4: Orthogonality","Projections","26","If an $m$ by $m$ matrix has $A^2 = A$ and its rank is $m$, prove that $A = I$."
"3921","Chapter 4: Orthogonality","Projections","27","The important fact that ends the section is this: \textbf{If $\boldsymbol{A^{\mathrm{T}}A\boldsymbol{x} = \boldsymbol{0}}$ then $\boldsymbol{A\boldsymbol{x} = \boldsymbol{0}}$.} \\"
"3924","Chapter 4: Orthogonality","Projections","28","Use $P^{\mathrm{T}} = P$ and $P^2 = P$ to prove that the length squared of column 2 always equals the diagonal entry $P_{22}$. This number is $\frac{2}{6} = \frac{4}{36} + \frac{4}..."
"3929","Chapter 4: Orthogonality","Projections","29","If $B$ has rank $m$ (full row rank, independent rows) show that $BB^{\mathrm{T}}$ is invertible."
"3934","Chapter 4: Orthogonality","Projections","30",""
"3943","Chapter 4: Orthogonality","Projections","31","In $\mathbf{R}^m$, suppose I give you $\boldsymbol{b}$ and also a combination $\boldsymbol{p}$ of $\boldsymbol{a}_1, \dots, \boldsymbol{a}_n$. How would you test to see if $\boldsy..."
"3945","Chapter 4: Orthogonality","Projections","32","Suppose $P_1$ is the projection matrix onto the 1-dimensional subspace spanned by the first column of $A$. Suppose $P_2$ is the projection matrix onto the 2-dimensional column spac..."
"3950","Chapter 4: Orthogonality","Projections","33","Suppose you know the average $\widehat{x}_{\mathrm{old}}$ of $b_1, b_2, \dots, b_{999}$. When $b_{1000}$ arrives, check that the new average is a combination of $\widehat{x}_{\math..."
"3957","Chapter 4: Orthogonality","Projections","34","(2017) Suppose $P_1$ and $P_2$ are projection matrices ($P_i^2 = P_i = P_i^{\mathrm{T}}$). Prove this fact:"
"3974","Chapter 4: Orthogonality","Least Squares Approximations","1","With $\boldsymbol{b} = (0, 8, 8, 20)$ at $t = 0, 1, 3, 4$, set up and solve the normal equations $A^{\mathrm{T}}A\widehat{\boldsymbol{x}} = A^{\mathrm{T}}\boldsymbol{b}$. For the b..."
"3976","Chapter 4: Orthogonality","Least Squares Approximations","2","(Line $C + Dt$ does go through $\boldsymbol{p}$'s) With $\boldsymbol{b} = (0, 8, 8, 20)$ at times $t = 0, 1, 3, 4$, write down the four equations $A\boldsymbol{x} = \boldsymbol{b}$..."
"3978","Chapter 4: Orthogonality","Least Squares Approximations","3","Check that $\boldsymbol{e} = \boldsymbol{b} - \boldsymbol{p} = (-1, 3, -5, 3)$ is perpendicular to both columns of the same matrix $A$. What is the shortest distance $\|\boldsymbol..."
"3980","Chapter 4: Orthogonality","Least Squares Approximations","4","(By calculus) Write down $E = \|A\boldsymbol{x} - \boldsymbol{b}\|^2$ as a sum of four squares---the last one is $(C + 4D - 20)^2$. Find the derivative equations $\partial E/\parti..."
"3982","Chapter 4: Orthogonality","Least Squares Approximations","5","Find the height $C$ of the best \emph{horizontal line} to fit $\boldsymbol{b} = (0, 8, 8, 20)$. An exact fit would solve the unsolvable equations $C = 0, C = 8, C = 8, C = 20$. Fin..."
"3984","Chapter 4: Orthogonality","Least Squares Approximations","6","Project $\boldsymbol{b} = (0, 8, 8, 20)$ onto the line through $\boldsymbol{a} = (1, 1, 1, 1)$. Find $\widehat{x} = \boldsymbol{a}^{\mathrm{T}}\boldsymbol{b}/\boldsymbol{a}^{\mathr..."
"3986","Chapter 4: Orthogonality","Least Squares Approximations","7","Find the closest line $\boldsymbol{b} = Dt$, \emph{through the origin}, to the same four points. An exact fit would solve $D \cdot 0 = 0, D \cdot 1 = 8, D \cdot 3 = 8, D \cdot 4 = ..."
"3988","Chapter 4: Orthogonality","Least Squares Approximations","8","Project $\boldsymbol{b} = (0, 8, 8, 20)$ onto the line through $\boldsymbol{a} = (0, 1, 3, 4)$. Find $\widehat{x} = D$ and $\boldsymbol{p} = \widehat{x}\boldsymbol{a}$. The best $C..."
"3990","Chapter 4: Orthogonality","Least Squares Approximations","9","For the closest parabola $b = C + Dt + Et^2$ to the same four points, write down the unsolvable equations $A\boldsymbol{x} = \boldsymbol{b}$ in three unknowns $\boldsymbol{x} = (C,..."
"3992","Chapter 4: Orthogonality","Least Squares Approximations","10","For the closest cubic $b = C + Dt + Et^2 + Ft^3$ to the same four points, write down the four equations $A\boldsymbol{x} = \boldsymbol{b}$. Solve them by elimination. In Figure 4.9..."
"3994","Chapter 4: Orthogonality","Least Squares Approximations","11","The average of the four times is $\widehat{t} = \frac{1}{4}(0 + 1 + 3 + 4) = 2$. The average of the four $b$'s is $\widehat{b} = \frac{1}{4}(0 + 8 + 8 + 20) = 9$."
"4004","Chapter 4: Orthogonality","Least Squares Approximations","12","(Recommended) This problem projects $\boldsymbol{b} = (b_1, \dots, b_m)$ onto the line through $\boldsymbol{a} = (1, \dots, 1)$. We solve $m$ equations $\boldsymbol{a}x = \boldsymb..."
"4011","Chapter 4: Orthogonality","Least Squares Approximations","13","First assumption behind least squares: $A\boldsymbol{x} = \boldsymbol{b} - (\text{\emph{noise} } \boldsymbol{e} \text{ \emph{with mean zero}})$. Multiply the error vectors $\boldsy..."
"4013","Chapter 4: Orthogonality","Least Squares Approximations","14","Second assumption behind least squares: The $m$ errors $e_i$ are independent with variance $\sigma^2$, so the average of $(\boldsymbol{b} - A\boldsymbol{x})(\boldsymbol{b} - A\bold..."
"4015","Chapter 4: Orthogonality","Least Squares Approximations","15","A doctor takes 4 readings of your heart rate. The best solution to $x = b_1, \dots, x = b_4$ is the average $\widehat{x}$ of $b_1, \dots, b_4$. The matrix $A$ is a column of 1's. P..."
"4017","Chapter 4: Orthogonality","Least Squares Approximations","16","If you know the average $\widehat{x}_9$ of 9 numbers $b_1, \dots, b_9$, how can you quickly find the average $\widehat{x}_{10}$ with one more number $b_{10}$? The idea of \emph{rec..."
"4026","Chapter 4: Orthogonality","Least Squares Approximations","17","Write down three equations for the line $b = C + Dt$ to go through $b = 7$ at $t = -1$, $b = 7$ at $t = 1$, and $b = 21$ at $t = 2$. Find the least squares solution $\widehat{\bold..."
"4028","Chapter 4: Orthogonality","Least Squares Approximations","18","Find the projection $\boldsymbol{p} = A\widehat{\boldsymbol{x}}$ in Problem 17. This gives the three heights of the closest line. Show that the error vector is $\boldsymbol{e} = (2..."
"4030","Chapter 4: Orthogonality","Least Squares Approximations","19","Suppose the measurements at $t = -1, 1, 2$ are the errors $2, -6, 4$ in Problem 18. Compute $\widehat{\boldsymbol{x}}$ and the closest line to these new measurements. Explain the a..."
"4032","Chapter 4: Orthogonality","Least Squares Approximations","20","Suppose the measurements at $t = -1, 1, 2$ are $\boldsymbol{b} = (5, 13, 17)$. Compute $\widehat{\boldsymbol{x}}$ and the closest line and $\boldsymbol{e}$. The error is $\boldsymb..."
"4034","Chapter 4: Orthogonality","Least Squares Approximations","21","Which of the four subspaces contains the error vector $\boldsymbol{e}$? Which contains $\boldsymbol{p}$? Which contains $\widehat{\boldsymbol{x}}$? What is the nullspace of $A$?"
"4036","Chapter 4: Orthogonality","Least Squares Approximations","22","Find the best line $C + Dt$ to fit $b = 4, 2, -1, 0, 0$ at times $t = -2, -1, 0, 1, 2$."
"4038","Chapter 4: Orthogonality","Least Squares Approximations","23","Is the error vector $\boldsymbol{e}$ orthogonal to $\boldsymbol{b}$ or $\boldsymbol{p}$ or $\boldsymbol{e}$ or $\widehat{\boldsymbol{x}}$? Show that $\|\boldsymbol{e}\|^2$ equals $..."
"4040","Chapter 4: Orthogonality","Least Squares Approximations","24","The partial derivatives of $\|A\boldsymbol{x}\|^2$ with respect to $x_1, \dots, x_n$ fill the vector $2A^{\mathrm{T}}A\boldsymbol{x}$. The derivatives of $2\boldsymbol{b}^{\mathrm{..."
"4045","Chapter 4: Orthogonality","Least Squares Approximations","25","\emph{What condition on $(t_1, b_1), (t_2, b_2), (t_3, b_3)$ puts those three points onto a straight line?} A column space answer is: $(b_1, b_2, b_3)$ must be a combination of $(1..."
"4047","Chapter 4: Orthogonality","Least Squares Approximations","26","Find the \emph{plane} that gives the best fit to the 4 values $\boldsymbol{b} = (0, 1, 3, 4)$ at the corners $(1, 0)$ and $(0, 1)$ and $(-1, 0)$ and $(0, -1)$ of a square. The equa..."
"4049","Chapter 4: Orthogonality","Least Squares Approximations","27","(Distance between lines) The points $P = (x, x, x)$ and $Q = (y, 3y, -1)$ are on two lines in space that don't meet. Choose $x$ and $y$ to minimize the squared distance $\|P - Q\|^..."
"4051","Chapter 4: Orthogonality","Least Squares Approximations","28","Suppose the columns of $A$ are not independent. How could you find a matrix $B$ so that $P = B(B^{\mathrm{T}}B)^{-1}B^{\mathrm{T}}$ does give the projection onto the column space o..."
"4053","Chapter 4: Orthogonality","Least Squares Approximations","29","Usually there will be exactly one hyperplane in $\mathbf{R}^n$ that contains the $n$ given points $\boldsymbol{x} = \mathbf{0}, \boldsymbol{a}_1, \dots, \boldsymbol{a}_{n-1}$. (Exa..."
"4055","Chapter 4: Orthogonality","Least Squares Approximations","30","Example 2 shifted the times $t_i$ to make them add to zero. We subtracted away the average time $\widehat{t} = (t_1 + \cdots + t_m)/m$ to get $T_i = t_i - \widehat{t}$. Those $T_i$..."
"4070","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","1","Are these pairs of vectors orthonormal or only orthogonal or only independent?"
"4078","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","2","The vectors $(2, 2, -1)$ and $(-1, 2, 2)$ are orthogonal. Divide them by their lengths to find orthonormal vectors $\boldsymbol{q}_1$ and $\boldsymbol{q}_2$. Put those into the col..."
"4080","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","3",""
"4086","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","4","Give an example of each of the following:"
"4093","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","5","Find two orthogonal vectors in the plane $x + y + 2z = 0$. Make them orthonormal."
"4095","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","6","If $Q_1$ and $Q_2$ are orthogonal matrices, show that their product $Q_1 Q_2$ is also an orthogonal matrix. (Use $Q^{\mathrm{T}}Q = I$.)"
"4097","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","7","If $Q$ has orthonormal columns, what is the least squares solution $\widehat{\boldsymbol{x}}$ to $Q\boldsymbol{x} = \boldsymbol{b}$?"
"4099","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","8","If $\boldsymbol{q}_1$ and $\boldsymbol{q}_2$ are orthonormal vectors in $\mathbf{R}^5$, what combination \underline{\hspace{1cm}} $\boldsymbol{q}_1 +$ \underline{\hspace{1cm}} $\bo..."
"4101","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","9",""
"4107","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","10","Orthonormal vectors are automatically linearly independent."
"4113","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","11",""
"4119","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","12","If $\boldsymbol{a}_1, \boldsymbol{a}_2, \boldsymbol{a}_3$ is a basis for $\mathbf{R}^3$, any vector $\boldsymbol{b}$ can be written as"
"4135","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","13","What multiple of $\boldsymbol{a} = \begin{bmatrix} 1 \\ 1 \end{bmatrix}$ should be subtracted from $\boldsymbol{b} = \begin{bmatrix} 4 \\ 0 \end{bmatrix}$ to make the result $\bold..."
"4137","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","14","Complete the Gram-Schmidt process in Problem 13 by computing $\boldsymbol{q}_1 = \boldsymbol{a} / \|\boldsymbol{a}\|$ and $\boldsymbol{q}_2 = \boldsymbol{B} / \|\boldsymbol{B}\|$ a..."
"4142","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","15",""
"4152","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","16","What multiple of $\boldsymbol{a} = (4, 5, 2, 2)$ is closest to $\boldsymbol{b} = (1, 2, 0, 0)$? Find orthonormal vectors $\boldsymbol{q}_1$ and $\boldsymbol{q}_2$ in the plane of $..."
"4154","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","17","Find the projection of $\boldsymbol{b}$ onto the line through $\boldsymbol{a}$:"
"4160","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","18","(Recommended) Find orthogonal vectors $\boldsymbol{A}, \boldsymbol{B}, \boldsymbol{C}$ by Gram-Schmidt from $\boldsymbol{a}, \boldsymbol{b}, \boldsymbol{c}$:"
"4166","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","19","If $A = QR$ then $A^{\mathrm{T}}A = R^{\mathrm{T}}R =$ \underline{\hspace{2cm}} triangular times \underline{\hspace{2cm}} triangular. \emph{Gram-Schmidt on $A$ corresponds to elimi..."
"4172","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","20","True or false (give an example in either case):"
"4178","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","21","Find an orthonormal basis for the column space of $A$:"
"4184","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","22","Find orthogonal vectors $\boldsymbol{A}, \boldsymbol{B}, \boldsymbol{C}$ by Gram-Schmidt from"
"4189","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","23","Find $\boldsymbol{q}_1, \boldsymbol{q}_2, \boldsymbol{q}_3$ (orthonormal) as combinations of $\boldsymbol{a}, \boldsymbol{b}, \boldsymbol{c}$ (independent columns). Then write $A$ ..."
"4194","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","24",""
"4204","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","25","If $ad - bc > 0$, the entries in $A = QR$ are"
"4216","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","26","Show why $\boldsymbol{C}$ (found via $\boldsymbol{C}^*$ in the steps after (11)) is equal to $\boldsymbol{C}$ in equation (8)."
"4218","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","27","Equation (8) subtracts from $\boldsymbol{c}$ its components along $\boldsymbol{A}$ and $\boldsymbol{B}$. Why not subtract the components along $\boldsymbol{a}$ and along $\boldsymb..."
"4220","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","28","Where are the $mn^2$ multiplications in equation (11)?"
"4222","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","29","Apply the \textcolor{blue!60!white}{MATLAB} \texttt{qr} code to $\boldsymbol{a} = (2, 2, -1)$, $\boldsymbol{b} = (0, -3, 3)$, $\boldsymbol{c} = (1, 0, 0)$. What are the $\boldsymbo..."
"4228","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","30","The first four \emph{wavelets} are in the columns of this wavelet matrix $W$:"
"4234","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","31",""
"4243","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","32","If $\boldsymbol{u}$ is a unit vector, then $Q = I - 2\boldsymbol{u}\boldsymbol{u}^{\mathrm{T}}$ is a reflection matrix (Example 3). Find $Q_1$ from $\boldsymbol{u} = (0, 1)$ and $Q..."
"4245","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","33","Find all matrices that are both orthogonal and lower triangular."
"4247","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","34","$Q = I - 2\boldsymbol{u}\boldsymbol{u}^{\mathrm{T}}$ is a reflection matrix when $\boldsymbol{u}^{\mathrm{T}}\boldsymbol{u} = 1$. Two reflections give $Q^2 = I$."
"4256","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","35","(\textcolor{blue!60!white}{MATLAB}) Factor $[Q, R] = \textbf{qr}(A)$ for $A = \textbf{eye}(4) - \textbf{diag}([\, 1 \quad 1 \quad 1 \,], -1)$. You are orthogonalizing the columns $..."
"4258","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","36","If $A$ is $m$ by $n$ with rank $n$, $\textbf{qr}(A)$ produces a \emph{square} $Q$ and zeros below $R$:"
"4265","Chapter 4: Orthogonality","Orthonormal Bases and Gram-Schmidt","37","We know that $P = QQ^{\mathrm{T}}$ is the projection onto the column space of $Q$ ($m$ by $n$). Now add another column $\boldsymbol{a}$ to produce $A = [\, Q \quad \boldsymbol{a} \..."
"4276","Chapter 5: Determinants","The Properties of Determinants","1","If a 4 by 4 matrix has $\det A = \frac{1}{2}$, find $\det(2A)$ and $\det(-A)$ and $\det(A^2)$ and $\det(A^{-1})$."
"4278","Chapter 5: Determinants","The Properties of Determinants","2","If a 3 by 3 matrix has $\det A = -1$, find $\det(\frac{1}{2}A)$ and $\det(-A)$ and $\det(A^2)$ and $\det(A^{-1})$."
"4280","Chapter 5: Determinants","The Properties of Determinants","3","True or false, with a reason if true or a counterexample if false:"
"4288","Chapter 5: Determinants","The Properties of Determinants","4","Which row exchanges show that these ``reverse identity matrices'' $J_3$ and $J_4$ have $|J_3| = -1$ but $|J_4| = +1$?"
